province,id_met,city,lat,lon,alt_sensor,alt_site
河北,53894,峰峰,36.24,114.12,150.5,149.3
河北,53895,永年,36.47,114.30,61.8,60.6
河北,53896,魏县,36.21,114.57,51.3,50.1
河北,53897,磁县,36.23,114.23,70.9,69.7
河北,53899,广平,36.29,114.58,49.7,48.5
河北,53980,肥乡,36.33,114.48,51.3,50.2
河北,53996,成安,36.27,114.39,59.0,57.9
河北,54301,沽源,41.40,115.40,1413.1,1412.0
河北,54304,崇礼,40.57,115.16,1241.1,1239.8
河北,54308,丰宁,41.12,116.38,736.3,735.1
河北,54311,围场,41.58,117.46,893.8,892.7
河北,54318,隆化,41.19,117.44,562.8,561.6
河北,54319,平泉,41.00,118.40,503.3,502.3
河北,54401,张家口,40.46,114.55,774.1,772.8
河北,54404,赤城,40.53,115.50,868.7,867.6
河北,54405,怀来,40.25,115.30,572.1,570.9
河北,54408,涿鹿,40.23,115.13,530.7,529.6
河北,54420,滦平,40.56,117.20,530.1,529.0
河北,54423,承德,40.58,117.55,423.5,422.3
河北,54425,兴隆,40.24,117.28,634.4,633.2
河北,54429,遵化,40.12,117.57,56.1,54.9
河北,54430,承德县,40.46,118.09,270.3,269.2
河北,54432,宽城,40.36,118.29,305.8,304.7
河北,54434,迁西,40.10,118.20,132.8,131.6
河北,54436,青龙,40.25,118.57,255.4,254.3
河北,54437,滦南,39.30,118.37,19.3,18.3
河北,54438,卢龙,39.53,118.53,66.1,65.0
河北,54439,迁安,40.01,118.43,52.0,50.9
河北,54449,秦皇岛,39.51,119.31,3.5,2.4
河北,54502,涿州,39.29,116.02,30.4,29.3
河北,54503,容城,39.04,115.49,14.0,12.8
河北,54506,高碑店,39.19,115.57,25.7,24.6
河北,54507,易县,39.20,115.31,50.8,49.3
河北,54510,大厂,39.55,116.57,19.3,18.3
河北,54512,固安,39.25,116.17,22.6,21.4
河北,54515,廊坊,39.30,116.42,14.8,13.7
河北,54518,霸州,39.10,116.24,10.4,8.9
河北,54519,永清,39.18,116.29,13.4,12.2
河北,54520,三河,39.58,117.05,19.3,18.1
河北,54521,香河,39.46,116.59,14.2,13.0
河北,54522,玉田,39.53,117.44,15.6,14.4
河北,54531,滦县,39.44,118.43,44.1,43.0
河北,54532,丰润,39.48,118.05,32.8,31.6
河北,54533,丰南,39.35,118.06,10.1,8.9
河北,54534,唐山,39.39,118.06,24.5,23.2
河北,54535,曹妃甸,39.17,118.28,4.4,3.2
河北,54539,乐亭,39.26,118.53,9.7,8.5
河北,54540,昌黎 ,39.44,119.12,18.7,17.6
河北,54541,抚宁,39.54,119.14,25.4,24.3
河北,54601,徐水,38.59,115.39,14.3,13.1
河北,54602,保定,38.44,115.29,17.9,16.8
河北,54603,高阳,38.43,115.46,11.2,10.0
河北,54604,安国,38.25,115.20,30.8,29.6
河北,54605,安新,38.56,115.56,5.6,4.4
河北,54606,饶阳,38.14,115.44,20.2,19.0
河北,54607,望都,38.43,115.07,46.2,45.0
河北,54608,深州,38.00,115.33,27.3,26.1
河北,54609,安平,38.14,115.35,23.6,22.4
河北,54610,任丘,38.44,116.06,9.2,8.1
河北,54611,满城,38.56,115.19,45.9,44.8
河北,54612,文安,38.51,116.27,5.4,4.3
河北,54613,大城,38.42,116.37,8.0,6.9
河北,54614,河间,38.25,116.03,12.4,10.9
河北,54615,青县,38.35,116.51,9.3,8.0
河北,54616,沧州,38.21,116.51,9.1,8.0
河北,54617,献县,38.11,116.07,14.4,13.2
河北,54618,泊头,38.05,116.33,14.3,13.2
河北,54620,蠡县,38.29,115.34,19.7,18.5
河北,54621,深泽,38.11,115.11,39.3,38.1
河北,54624,黄骅,38.24,117.19,6.0,4.5
河北,54626,肃宁,38.25,115.49,15.1,13.9
河北,54627,盐山,38.02,117.14,9.4,8.2
河北,54628,海兴,38.09,117.29,7.6,6.4
河北,54631,广宗,37.04,115.09,33.6,32.4
河北,54632,平乡,37.04,115.02,35.2,34.0
河北,54633,新河,37.31,115.14,27.5,26.3
河北,54636,雄县,39.01,116.06,12.2,11.1
河北,54640,鸡泽,36.55,114.52,37.2,36.0
河北,54644,孟村,38.03,117.07,11.7,10.5
河北,54700,武强,38.02,115.56,17.4,16.2
河北,54701,辛集,37.56,115.12,36.9,35.9
河北,54702,衡水,37.44,115.42,21.9,20.7
河北,54703,武邑,37.48,115.53,22.5,21.3
河北,54704,冀州,37.31,115.34,26,24.8
河北,54705,南宫,37.22,115.23,28.6,27.4
河北,54706,清河,37.05,115.40,32.7,31.5
河北,54707,故城,37.21,115.59,28.6,27.4
河北,54708,枣强,37.30,115.44,24.7,23.6
河北,54710,阜城,37.52,116.10,19.8,18.6
河北,54711,景县,37.42,116.17,19.5,18.3
河北,54713,东光,37.53,116.32,15.6,14.4
河北,54717,吴桥,37.38,116.24,18.3,17.1
河北,54719,南皮,38.02,116.41,12.3,11.1
河北,54800,威县,37.00,115.15,34.5,33.3
河北,54801,临西,36.51,115.29,36.5,35.3
河北,54804,大名,36.18,115.08,46.0,44.9
河北,54809,馆陶,36.33,115.17,42.5,41.3
河北,54820,邱县,36.49,115.10,37.9,36.7
河南,53889,林州,36.04,113.49,308.6,306.8
河南,53898,安阳,36.03,114.08,195.7,194.8
河南,53972,沁阳,35.03,112.54,118.5,117.5
河南,53974,淇县,35.37,114.14,71.3,70.4
河南,53978,济源,35.05,112.38,140.9,140.1
河南,53979,博爱,35.09,113.05,121.1,120.0
河南,53982,焦作,35.14,113.16,113.5,112.0
河南,53983,封丘,35.02,114.25,70.8,69.6
河南,53984,修武,35.14,113.28,83.7,82.7
河南,53985,辉县,35.30,113.49,142.2,140.7
河南,53986,新乡,35.19,113.53,74.2,73.2
河南,53987,武陟,35.06,113.21,95.5,94.5
河南,53989,原阳,35.05,113.59,76.9,75.9
河南,53988,获嘉,35.16,113.40,78.8,77.6
河南,53991,汤阴,35.55,114.20,93.9,93
河南,53992,浚县,35.39,114.31,59.2,58.2
河南,53993,内黄,35.56,114.55,52.4,51.6
河南,53994,卫辉,35.23,114.04,71.2,70.0
河南,53995,滑县,35.33,114.30,64.5,62.5
河南,53997,延津,35.09,114.11,72.3,71.1
河南,53998,长垣,35.12,114.39,62.5,61.6
河南,54817,台前,35.59,115.52,43.1,42.1
河南,54900,濮阳,35.42,115.01,54.7,53.7
河南,54901,南乐,36.05,115.10,48.5,47.5
河南,54902,清丰,35.54,115.07,50.5,49.5
河南,54903,范县,35.51,115.29,50.6,45.7
河南,57051,三门峡,34.48,111.12,410.9,409.9
河南,57056,灵宝,34.32,110.51,485.5,484.5
河南,57063,渑池,34.46,111.46,523.6,523.6
河南,57066,洛宁,34.24,111.40,408.7,408.2
河南,57070,新安,34.44,112.07,359.5,364.0
河南,57071,孟津,34.49,112.26,333.2,333.3
河南,57072,孟州,34.55,112.45,128.5,127.5
河南,57074,伊川,34.25,112.24,246.9,252.2
河南,57075,汝州,34.10,112.52,204.3,203.1
河南,57076,偃师,34.44,112.47,190.1,189.5
河南,57078,汝阳,34.09,112.28,334.0,336.5
河南,57079,温县,34.57,113.02,106.9,106.4
河南,57080,巩义,34.44,112.58,166.1,165.2
河南,57081,荥阳,34.48,113.26,141.9,140.9
河南,57082,登封,34.28,113.01,428.4,427.1
河南,57083,郑州,34.43,113.39,111.6,110.4
河南,57084,嵩山,34.30,113.03,1179.0,1178.4
河南,57085,新密,34.32,113.20,264.8,259.9
河南,57086,新郑,34.23,113.43,116.8,116.6
河南,57087,长葛,34.16,113.44,105.0,104.1
河南,57088,禹州,34.09,113.30,117.7,116.1
河南,57089,许昌,34.04,113.56,68.2,67.2
河南,57090,中牟,34.43,113.58,80.2,78.1
河南,57091,开封,34.47,114.18,74.8,73.7
河南,57093,兰考,34.51,114.49,74.0,73.3
河南,57094,尉氏,34.24,114.13,68.5,67.4
河南,57095,鄢陵,34.07,114.09,62.2,61.1
河南,57096,杞县,34.32,114.47,60.7,59.7
河南,57098,扶沟,34.05,114.24,59.3,58.3
河南,57099,太康,34.04,114.51,53.6,52.6
河南,57156,西峡,33.18,111.30,251.3,250.3
河南,57162,嵩县,34.08,112.04,439.7,440.7
河南,57169,内乡,33.03,111.52,160.0,159.1
河南,57173,鲁山,33.45,112.53,146.8,145.7
河南,57175,镇平,33.03,112.14,192.2,191.4
河南,57176,南召,33.29,112.25,230.4,231.1
河南,57177,舞钢,33.20,113.32,91.3,89.8
河南,57178,南阳,33.06,112.29,181.6,180.6
河南,57179,方城,33.17,113.00,161.6,160.4
河南,57180,郏县,33.59,113.12,118.6,117.5
河南,57181,宝丰,33.53,113.03,137.4,136.4
河南,57182,襄城,33.51,113.31,81.4,80.4
河南,57183,临颍,33.48,113.55,65.2,60.0
河南,57184,叶县,33.38,113.18,98.5,97.5
河南,57185,舞阳,33.27,113.35,92.1,91.1
河南,57186,漯河,33.36,114.03,59.8,58.7
河南,57187,社旗,33.04,112.56,119.3,118.0
河南,57188,西平,33.22,114.02,56.8,55.9
河南,57189,遂平,33.08,113.57,65.5,64.6
河南,57190,泛区农试,33.45,114.24,51.6,50.5
河南,57191,通许,34.29,114.29,64.2,63.4
河南,57192,淮阳,33.44,114.51,46.6,45.5
河南,57193,西华,33.47,114.31,53.6,52.6
河南,57194,上蔡,33.17,114.16,60.9,59.8
河南,57195,川汇区,33.37,114.37,47.6,46.6
河南,57196,项城,33.28,114.52,42.8,42.0
河南,57197,汝南,32.58,114.21,51.1,50.1
河南,57198,商水,33.30,114.34,45.6,44.6
河南,57261,淅川,33.07,111.31,234.5,233.0
河南,57271,新野,32.31,112.23,88.7,87.7
河南,57273,唐河,32.41,112.51,110.5,109.5
河南,57274,邓州,32.42,112.07,108.8,107.6
河南,57281,泌阳,32.42,113.18,143.1,142.2
河南,57285,桐柏,32.23,113.25,154.0,153.0
河南,57290,驻马店,32.56,113.55,107.2,106.2
河南,57292,平舆,32.58,114.38,45.3,44.4
河南,57293,新蔡,32.44,114.59,39.1,38.0
河南,57294,确山,32.50,114.01,84.6,83.6
河南,57295,正阳,32.37,114.21,80.2,78.5
河南,57296,息县,32.21,114.44,50.1,48.9
河南,57297,信阳,32.08,114.03,115.4,114.5
河南,57298,罗山,32.13,114.33,56.2,55.4
河南,57299,光山,32.01,114.54,50.6,49.4
河南,57390,鸡公山,31.48,114.04,734.7,733.5
河南,57396,新县,31.38,114.51,129.7,128.7
河南,58001,睢县,34.26,115.06,56.9,56.3
河南,58004,民权,34.39,115.09,61.6,60.6
河南,58005,商丘,34.27,115.40,51.1,50.1
河南,58006,虞城,34.23,115.53,50.6,46.3
河南,58007,柘城,34.04,115.18,53.2,47.2
河南,58008,宁陵,34.28,115.20,59.2,54.4
河南,58017,夏邑,34.15,116.08,42.0,41.0
河南,58100,郸城,33.39,115.10,42.4,41.4
河南,58101,鹿邑,33.52,115.29,42.8,41.3
河南,58104,沈丘,33.24,115.04,42.5,41.2
河南,58111,永城,33.58,116.27,33.5,32.5
河南,58205,淮滨,32.28,115.26,36.0,34.9
河南,58207,潢川,32.10,115.03,44.0,42.8
河南,58208,固始,32.10,115.37,43.9,42.9
河南,58301,商城,31.49,115.23,92.9,92.1
黑龙江,50136,漠河,52.58,122.31,439.7,438.5
黑龙江,50137,北极村,53.28,122.22,297.3,296.0
黑龙江,50246,塔河,52.21,124.43,363.0,361.9
黑龙江,50247,呼中,52.02,123.34,514.9,514.5
黑龙江,50349,新林,51.40,124.24,502.2,501.5
黑龙江,50353,呼玛,51.44,126.38,175.6,173.9
黑龙江,50442,加格达奇,50.24,124.07,373.4,371.7
黑龙江,50468,爱辉,50.15,127.27,167.4,166.4
黑龙江,50557,嫩江,49.10,125.14,243.0,242.2
黑龙江,50564,孙吴,49.26,127.21,236.0,234.5
黑龙江,50566,逊克,49.33,128.28,120.0,116.0
黑龙江,50646,讷河,48.29,124.51,204.4,202.8
黑龙江,50655,五大连池,48.30,126.11,267.7,266.8
黑龙江,50656,北安,48.15,126.30,276.9,278.4
黑龙江,50658,克山,48.03,125.53,239.8,236.0
黑龙江,50659,克东,48.02,126.15,293.1,291.8
黑龙江,50673,嘉荫,48.53,130.24,92.3,90.4
黑龙江,50674,乌伊岭,48.34,129.26,404.9,404.5
黑龙江,50739,龙江,47.20,123.11,191.6,190.0
黑龙江,50741,甘南,47.56,123.30,186.3,185.2
黑龙江,50742,富裕,47.48,124.29,163.8,162.7
黑龙江,50745,齐齐哈尔,47.23,123.55,148.5,147.1
黑龙江,50749,林甸,47.11,124.50,159.9,154.6
黑龙江,50750,依安,47.54,125.18,228.8,226.4
黑龙江,50755,拜泉,47.36,126.06,232.4,230.7
黑龙江,50756,海伦,47.27,126.58,240.4,239.2
黑龙江,50758,明水,47.11,125.54,248.3,246.0
黑龙江,50767,绥棱,47.14,127.06,204.0,202.7
黑龙江,50772,五营,48.06,129.14,299.1,288.0
黑龙江,50774,伊春,47.42,128.50,259.1,264.8
黑龙江,50775,鹤岗,47.20,130.12,183.3,182.3
黑龙江,50776,萝北,47.34,130.50,84.8,83.3
黑龙江,50778,同江,47.40,132.32,59.1,57.5
黑龙江,50779,抚远,48.22,134.17,41.2,40.0
黑龙江,50787,绥滨,47.19,131.50,63.7,62.7
黑龙江,50788,富锦,47.14,131.59,68.4,66.4
黑龙江,50842,杜蒙,46.50,124.25,148.9,145.4
黑龙江,50844,泰来,46.24,123.27,139.7,138.8
黑龙江,50850,大庆,46.34,125.08,148.4,147.2
黑龙江,50851,青冈,46.41,126.05,209.2,207.4
黑龙江,50852,望奎,46.50,126.27,170.4,169.1
黑龙江,50853,北林,46.37,126.58,181.2,179.6
黑龙江,50854,安达,46.23,125.19,150.4,149.3
黑龙江,50858,肇东,46.04,125.56,136.0,135.0
黑龙江,50859,兰西,46.17,126.17,169.9,169.3
黑龙江,50861,庆安,46.53,127.29,183.2,182.4
黑龙江,50862,铁力,46.59,127.59,207.0,206
黑龙江,50867,巴彦,46.05,127.21,134.8,134.1
黑龙江,50871,汤原,46.44,129.53,96.4,95.1
黑龙江,50873,佳木斯,46.47,130.18,83.1,82.0
黑龙江,50877,依兰,46.18,129.35,101.6,100.1
黑龙江,50878,桦川,47.00,130.43,80.2,78.2
黑龙江,50879,桦南,46.13,130.33,190.7,187.0
黑龙江,50880,集贤,46.44,131.07,104.7,102.3
黑龙江,50884,双鸭山,46.38,131.09,178.0,175.3
黑龙江,50888,宝清,46.19,132.11,83.5,83.0
黑龙江,50892,饶河,46.48,134.00,57.2,54.4
黑龙江,50950,肇州,45.42,125.15,150.2,148.7
黑龙江,50953,哈尔滨,45.56,126.34,117.7,118.3
黑龙江,50954,肇源,45.30,125.05,129.2,127.5
黑龙江,50956,呼兰,46.05,126.46,135.3,134.5
黑龙江,50958,阿城,45.32,126.56,166.6,168.2
黑龙江,50960,宾县,45.44,127.23,184.1,184.2
黑龙江,50962,木兰,45.57,128.02,113.5,112.1
黑龙江,50963,通河,45.58,128.44,110.0,108.6
黑龙江,50964,方正,45.50,128.48,123.2,119.3
黑龙江,50965,延寿,45.26,128.16,167.8,167.2
黑龙江,50968,尚志,45.13,127.58,191.0,189.7
黑龙江,50971,七台河,45.46,131.01,226.7,223.5
黑龙江,50973,勃利,45.45,130.36,242.8,234.4
黑龙江,50978,鸡西,45.18,130.55,273.5,272.5
黑龙江,50979,林口,45.16,130.14,276.9,274.7
黑龙江,50983,虎林,45.46,132.58,104.8,100.2
黑龙江,50985,密山,45.33,131.52,155.5,151.7
黑龙江,50987,鸡东,45.16,131.06,224.6,219.9
黑龙江,54080,五常,44.54,127.09,196.5,194.6
黑龙江,54092,海林,44.36,129.24,294.8,292.1
黑龙江,54093,穆棱,44.56,130.33,271.7,266.3
黑龙江,54094,牡丹江,44.30,129.40,306.5,305.7
黑龙江,54096,绥芬河,44.23,131.10,569.8,567.8
黑龙江,54098,宁安,44.20,129.28,272.4,267.9
黑龙江,54099,东宁,44.05,131.08,151.3,148.6
湖北,57249,竹溪,32.19,109.41,453.7,448.2
湖北,57251,郧西,33.00,110.25,249.9,249.1
湖北,57253,郧县,32.51,110.49,204.0,201.9
湖北,57256,十堰,32.39,110.47,283.5,286.5
湖北,57257,竹山,32.14,110.14,309.3,307.0
湖北,57259,房县,32.03,110.45,426.4,426.9
湖北,57260,丹江口,32.34,111.31,140.6,133.4
湖北,57265,老河口,32.26,111.44,128.8,132.1
湖北,57268,谷城,32.16,111.37,115.5,120
湖北,57278,襄阳,32.00,112.05,158.9,163.4
湖北,57279,枣阳,32.09,112.45,127.0,125.5
湖北,57355,巴东,31.02,110.22,335.0,334.0
湖北,57359,兴山,31.21,110.44,333.4,336.8
湖北,57361,保康,31.53,111.16,331.0,327.7
湖北,57362,神农架,31.45,110.40,936.2,935.2
湖北,57363,南漳,31.48,111.50,146.0,151.0
湖北,57370,宜城,31.44,112.13,68.3,67.8
湖北,57377,荆门,31.00,112.13,184.8,191.9
湖北,57378,钟祥,31.10,112.34,66.5,65.8
湖北,57381,随州,31.37,113.20,113.5,116.3
湖北,57386,孝昌,31.15,114.00,47.1,51.6
湖北,57387,京山,31.00,113.08,80.3,84.6
湖北,57388,安陆,31.16,113.42,54.3,53.7
湖北,57389,云梦,31.02,113.45,33.5,32.2
湖北,57395,大悟,31.34,114.07,71.8,74.9
湖北,57398,红安,31.17,114.37,75.3,74.3
湖北,57399,麻城,31.08,114.57,75.2,74.3
湖北,57439,利川,30.17,108.56,1075.8,1074.1
湖北,57445,建始,30.36,109.43,605.4,609.2
湖北,57447,恩施,30.17,109.28,458.0,457.1
湖北,57453,夷陵区,30.46,111.19,116.4,115.2
湖北,57458,五峰,30.12,110.40,620.7,619.9
湖北,57461,宜昌,30.44,111.22,257.5,256.5
湖北,57464,长阳,30.28,111.11,143.8,142.6
湖北,57465,宜都,30.23,111.27,76.3,74.1
湖北,57469,松滋,30.11,111.46,68.7,69.5
湖北,57475,潜江,30.24,112.54,39.2,31.2
湖北,57476,荆州,30.21,112.09,33.4,31.8
湖北,57477,公安,30.04,112.13,46.8,38.4
湖北,57481,应城,30.57,113.34,34.7,30.4
湖北,57482,孝感,30.54,113.57,26.3,25.5
湖北,57483,天门,30.40,113.08,32.2,31.9
湖北,57484,沙洋,30.44,112.33,58.3,57.2
湖北,57485,仙桃,30.18,113.29,24.9,23.7
湖北,57486,汉川,30.39,113.51,26.0,25.0
湖北,57489,蔡甸,30.35,114.00,39.4,38.4
湖北,57492,新洲,30.50,114.50,41.6,40.7
湖北,57494,武汉,30.36,114.03,24.4,23.6
湖北,57495,团风,30.40,114.53,28.8,28.1
湖北,57496,鄂州,30.22,114.52,30.7,31.3
湖北,57498,黄冈,30.26,114.54,22.1,21.4
湖北,57499,大冶,30.04,114.53,37.3,40.3
湖北,57540,咸丰,29.41,109.09,771.8,776.9
湖北,57541,宣恩,30.00,109.29,535.6,532.5
湖北,57543,鹤峰,29.54,110.02,538.7,539.8
湖北,57545,来凤,29.32,109.25,499.8,502.8
湖北,57571,石首,29.42,112.24,40.7,35.7
湖北,57573,监利,29.50,112.54,35.1,30.0
湖北,57581,洪湖,29.49,113.27,34.9,27.4
湖北,57582,赤壁,29.43,113.53,41.9,46.9
湖北,57583,嘉鱼,29.55,113.58,52.7,61.7
湖北,57586,崇阳,29.32,114.02,80.5,78.5
湖北,57589,通城,29.16,113.53,147.2,146.2
湖北,57590,咸宁,29.51,114.22,97.8,98.8
湖北,57596,金沙,29.38,114.12,752.3,751.4
湖北,58401,罗田,30.45,115.24,122.2,123.1
湖北,58402,英山,30.44,115.40,128.6,123.8
湖北,58404,浠水,30.28,115.13,56.8,61.8
湖北,58408,蕲春,30.14,115.26,36.3,35.1
湖北,58409,黄梅,30.06,115.56,27.6,32.0
湖北,58500,阳新,29.51,115.12,47.0,45.8
湖北,58501,武穴,29.55,115.38,25.8,23.5
湖南,57544,龙山,29.28,109.27,487.1,488.7
湖南,57554,桑植,29.24,110.10,320.9,322.2
湖南,57558,张家界,29.08,110.28,184.5,183.5
湖南,57562,石门,29.35,111.22,118.1,116.9
湖南,57564,慈利,29.26,111.08,104.0,103.0
湖南,57565,澧县,29.40,111.44,39.2,38.1
湖南,57566,临澧,29.27,111.39,52.5,51.5
湖南,57574,南县,29.22,112.24,37.1,36.0
湖南,57575,华容,29.31,112.34,32.1,31.0
湖南,57577,安乡,29.24,112.10,37.9,36.9
湖南,57584,岳阳,29.23,113.05,49.7,53.0
湖南,57585,临湘,29.29,113.27,60.2,60.4
湖南,57640,花垣,28.35,109.27,344.3,341.0
湖南,57642,保靖,28.42,109.38,326.8,325.3
湖南,57643,永顺,29.00,109.50,272.6,268.2
湖南,57646,古丈,28.37,109.57,302.1,302.1
湖南,57649,吉首,28.14,109.41,255.6,254.6
湖南,57655,沅陵,28.28,110.24,151.4,151.6
湖南,57657,泸溪,28.13,110.12,182.9,186.0
湖南,57658,辰溪,28.01,110.12,153.8,152.8
湖南,57661,桃源,28.55,111.29,49.8,48.7
湖南,57662,常德,29.07,111.41,151.4,150.6
湖南,57663,汉寿,28.55,111.57,31.5,31.9
湖南,57666,桃江,28.31,112.08,49.1,52.1
湖南,57669,安化,28.23,111.13,129.4,128.3
湖南,57671,沅江,28.51,112.22,35.5,37.0
湖南,57673,湘阴,28.41,112.53,54.6,53.2
湖南,57674,赫山,28.34,112.23,47.3,46.3
湖南,57678,宁乡,28.15,112.33,71.6,74.7
湖南,57679,马坡岭,28.07,112.47,116.0,115.0
湖南,57680,汨罗,28.48,113.04,47.9,46.7
湖南,57682,平江,28.43,113.34,105.0,106.3
湖南,57687,长沙,28.13,112.55,69.2,68.0
湖南,57688,浏阳,28.09,113.38,100.3,101.1
湖南,57740,凤凰,27.57,109.36,349.7,349.6
湖南,57743,麻阳,27.53,109.48,177.6,176.6
湖南,57744,新晃,27.22,109.10,356.1,355.5
湖南,57745,芷江,27.27,109.41,273.2,272.2
湖南,57752,溆浦,27.55,110.36,203.9,204.0
湖南,57754,洪江,27.21,110.09,170.7,170.9
湖南,57760,冷水江,27.42,111.26,250.4,249.2
湖南,57761,新化,27.45,111.18,213.4,211.9
湖南,57762,涟源,27.41,111.42,166.2,165.0
湖南,57763,娄底,27.41,112.00,201.2,205.8
湖南,57771,韶山,27.56,112.32,90.0,88.3
湖南,57772,湘乡,27.45,112.30,88.1,86.9
湖南,57773,湘潭,27.52,112.49,65.0,63.8
湖南,57774,双峰,27.27,112.10,98.4,100.0
湖南,57776,南岳,27.18,112.42,1265.1,1265.9
湖南,57777,衡山,27.14,112.52,65.5,63.3
湖南,57778,衡东,27.06,112.57,71.7,70.3
湖南,57779,攸县,27.00,113.21,100.6,102.5
湖南,57780,株洲,27.52,113.10,75.8,74.6
湖南,57781,醴陵,27.39,113.30,75.6,74.4
湖南,57845,通道,26.10,109.47,397.4,397.5
湖南,57865,冷水滩,26.28,111.35,167.1,166.1
湖南,57866,永州,26.14,111.37,172.1,172.6
湖南,57867,东安,26.24,111.17,169.8,169.0
湖南,57868,祁阳,26.36,111.52,114.3,113.2
湖南,57870,祁东,26.48,112.06,151.6,151.6
湖南,57871,衡阳县,26.59,112.22,91.0,90.8
湖南,57872,衡阳,26.54,112.36,104.8,104.9
湖南,57874,常宁,26.25,112.24,117.8,116.6
湖南,57875,衡南,26.45,112.41,131.0,137.0
湖南,57876,耒阳,26.26,112.50,136.2,135.0
湖南,57881,安仁,26.43,113.15,103.0,101.8
湖南,57882,茶陵,26.47,113.33,137.4,136.2
湖南,57886,炎陵,26.29,113.48,265.8,268.8
湖南,57887,永兴,26.07,113.07,168.8,167.6
湖南,57889,桂东,26.05,113.57,837.1,835.9
湖南,57962,双牌,25.58,111.39,169.0,167.8
湖南,57965,道县,25.32,111.36,191.0,192.2
湖南,57966,宁远,25.36,111.58,241.5,244.2
湖南,57969,江永,25.16,111.20,230.6,227.2
湖南,57971,新田,25.55,112.12,225.1,224.2
湖南,57972,郴州,25.48,113.02,187.1,184.9
湖南,57973,桂阳,25.45,112.43,330.3,329.1
湖南,57974,嘉禾,25.35,112.22,212.6,214.5
湖南,57975,蓝山,25.23,112.12,277.8,277.0
湖南,57976,宜章,25.25,112.57,226.4,222.8
湖南,57978,临武,25.17,112.33,293.2,292.0
湖南,57981,资兴,25.59,113.13,140.5,139.3
湖南,57985,汝城,25.34,113.41,611.0,609.8
湖南,59063,江华,25.11,111.27,262.8,265.7
吉林,50936,白城,45.38,122.50,156.2,155.3
吉林,50939,洮南,45.20,122.49,154.9,150.8
吉林,50940,镇赉,45.51,123.10,142.0,141.1
吉林,50945,大安,45.30,124.16,138.7,137.6
吉林,50946,松原,45.11,124.50,140.7,139.8
吉林,50948,乾安,45.00,124.01,148.0,146.3
吉林,50949,前郭,45.05,124.52,137.4,136.2
吉林,54041,通榆,44.48,123.04,155.4,150.0
吉林,54049,长岭,44.15,123.58,190.4,188.9
吉林,54063,扶余,44.58,126.00,197.7,196.8
吉林,54064,农安,44.23,125.09,175.4,170.2
吉林,54065,德惠,44.32,125.39,173.4,169.1
吉林,54069,九台,44.10,125.48,175.6,174.5
吉林,54072,榆树,44.51,126.31,203.3,196.5
吉林,54076,舒兰,44.23,126.56,269.3,268.1
吉林,54142,双辽,43.30,123.32,116.6,114.9
吉林,54154,梨树,43.21,124.18,160.6,160.2
吉林,54155,孤家子,43.40,124.14,145.0,144.2
吉林,54157,四平,43.10,124.20,167.2,165.7
吉林,54161,长春,43.54,125.13,237.5,236.8
吉林,54164,伊通,43.21,125.17,249.6,248.1
吉林,54165,双阳,43.33,125.38,223.9,219.5
吉林,54169,烟筒山,43.18,126.01,270.3,271.6
吉林,54171,永吉,43.42,126.31,232.4,229.5
吉林,54172,吉林城郊,43.52,126.32,291.7,290.3
吉林,54181,蛟河,43.42,127.20,294.5,295.0
吉林,54186,敦化,43.22,128.12,526.0,524.9
吉林,54187,安图,43.07,128.55,369.0,366.6
吉林,54192,罗子沟,43.42,130.16,386,384.6
吉林,54195,汪清,43.18,129.47,244.9,244.8
吉林,54260,辽源,42.55,125.05,254.4,252.9
吉林,54261,东丰,42.40,125.28,345.8,345.3
吉林,54263,磐石,42.58,126.03,339.5,336.7
吉林,54266,梅河口,42.32,125.38,341.5,340.5
吉林,54267,柳河,42.15,125.44,363.2,362.3
吉林,54273,桦甸,42.59,126.45,264.8,263.3
吉林,54274,辉南,42.41,125.59,308.3,306.7
吉林,54276,靖宇,42.24,126.48,569.6,570
吉林,54279,江源,42.03,126.35,545.4,544.4
吉林,54284,东岗,42.09,127.30,775.4,774.2
吉林,54285,二道,42.25,128.07,722.4,721.4
吉林,54286,和龙 ,42.32,129.00,478.8,475.6
吉林,54290,龙井,42.46,129.24,248.1,241.1
吉林,54291,珲春,42.54,130.17,37.8,36.5
吉林,54292,延吉,42.52,129.30,258.5,257.3
吉林,54293,图们,42.57,129.50,141.3,142.8
吉林,54362,通化县,41.40,125.44,388.8,380.1
吉林,54363,通化 ,41.41,125.54,404.3,402.9
吉林,54371,白山,41.56,126.26,521.6,520.6
吉林,54374,临江,41.48,126.53,378.9,379.7
吉林,54377,集安,41.09,126.13,225.5,225.1
吉林,54386,长白,41.25,128.11,777.8,775.0
江苏,58012,丰县,34.41,116.35,43.6,40.1
江苏,58013,沛县,34.45,116.54,36.8,36.5
江苏,58026,邳州,34.24,118.01,26.5,25.5
江苏,58027,徐州,34.17,117.09,42.0,41.2
江苏,58035,新沂,34.20,118.21,31.3,29.3
江苏,58036,东海,34.33,118.43,34.1,32.9
江苏,58038,沭阳,34.05,118.47,7.8,10.4
江苏,58040,赣榆,34.51,119.08,10.8,5.3
江苏,58041,西连岛,34.47,119.26,22.0,26.9
江苏,58044,连云港,34.32,119.14,4.7,4.7
江苏,58045,响水,34.12,119.36,8.4,4.8
江苏,58047,灌云,34.15,119.14,5.3,4.8
江苏,58048,灌南,34.07,119.21,9.1,4.2
